sample_index,model_id,official_split,selection_rank_sha256,step_file,step_bytes,step_sha256,file_description,file_schema,manifold_solid_brep,brep_with_voids,closed_shell,advanced_face,has_step_end_marker,validation_status
75,119553_457234b4_11,test,0366d0b5aa1a21c42e4eb9e5130316dda68b43aad111061646853aca1623b2a5,step/119553_457234b4_11.stp,94235,a86914ebd3746c80377e9e88b78a6fef8746932ee24b6b99153426dc3a1de9bc,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,11,True,text_audited_kernel_validation_pending
76,145132_7aea3b66_29,train,00010389c69d7624252ca1b654652dd2082ccf10798ab3750a4538c0c953390f,step/145132_7aea3b66_29.stp,26215,aca9fa6baf384dc8d24d7a36a8ce01d2f2195b9a961aa83372a81a7befa64237,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,13,True,text_audited_kernel_validation_pending
77,24039_448afafa_5,train,000153828834d43b5e4a6f95f32068563241633d87588971c7266cf46f81767e,step/24039_448afafa_5.stp,17385,1345c4946707b1049792c82a4a3dcd43079e859bfdc4c4e63b97ed7dfcc66508,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,10,True,text_audited_kernel_validation_pending
78,130996_b842b511_24,train,000438622c01182bae3d4c501e9f10fb9886f83f7d2dbc0bf00c244ef4f4fd65,step/130996_b842b511_24.stp,12324,c95c084ef1bdb274c33fad3a7be6d1aec9ede7ce8421c1ac7d8648a761e95eae,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
79,34443_27f9adde_5,train,0008328082a8bfa72d47bbed5ece1913a51eda9333dbf73a941e891b2955b189,step/34443_27f9adde_5.stp,29389,bac38407d6490a7270d2567c125d479582c8afe34ddc81bc55eaf5fddf7bcd1a,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
80,83110_487f8396_3,train,000b353a3705aae2ec008ad8a3d687cd8c873a8b776b26ee7342a964dd93768b,step/83110_487f8396_3.stp,10189,63b6fd86aa88154eacbcc923203daf83cad06f0ddf574e9ea444cf4fcd4fd6dd,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
81,70834_d131d9c8_0,train,000c586dc9ce06ba442b63a79216eef28172a5b34d1561c7b35f9957543402df,step/70834_d131d9c8_0.stp,10675,73624067fb8df2a92d6eecb11e180cfc0b97de3c49c4c9149b51c34dd2d3c84b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
82,41624_a15f83c1_7,train,000ce417c88bc44eb8b061f09492f456bd2dbb08203dd48c899b04ec4f8fd6c0,step/41624_a15f83c1_7.stp,8348,f6b4ab0469d752ea244740b8ff275bbb6efbacbbaa5f8f9460f698394a4b7869,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
83,23267_8ecbbb9e_2,train,0010b4a7989af014f2805e4c4ee2b6642010ee554ad35cbfcbfd8cbbb0d525f7,step/23267_8ecbbb9e_2.stp,11265,470eb94362c846e8e7fafd2db55d24af96c58e725283c0526480717c39ab757d,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
84,79791_00f639ca_9,train,00156a3c28fe7b0afa1352849026672a0cb2bdc1d53073e3057de6836ef955c2,step/79791_00f639ca_9.stp,28023,b3f975fb9fe07f19559be380e10c1f950dfe17adbd13859cfc5d574afd31157e,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
85,50410_f8f03667_33,train,0018b129473adf185901cddef4016b9f6605e7ecfc08d4d236ba95fa3aad0961,step/50410_f8f03667_33.stp,22482,34de1819b924b1ecfb5e4367f30e8084c3f0649381c8404aaf91f1487f110b04,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,11,True,text_audited_kernel_validation_pending
86,41650_9417da80_0,train,001bdac8eb614bd1f2f5ce0b480b572f1f837e4d9454f8d01305a8a027a798b5,step/41650_9417da80_0.stp,6366,014607aa6ddde69b0f94b3ddd7473bf1c18c2981abaf2f659e78e47b23c1b18d,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
87,119457_8ed60b2e_9,train,001ca16142224110deb67b5c2fe0d916d77a423880b09ce0bc59cfdfd134087b,step/119457_8ed60b2e_9.stp,11952,4e25e2abcb61ec18057dd552c580e4658263c8c71ae92a9e88edafc58baac241,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,7,True,text_audited_kernel_validation_pending
88,21477_babb9c34_24,train,001d6139ac1b40efe00ce3c3a48ab0550cc887cc49f0e4efde15813fe1518d0b,step/21477_babb9c34_24.stp,41103,ceff4b1bd24c299912b297ed8efa88f6396bd20a13b94da24e47f08f438de817,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,20,True,text_audited_kernel_validation_pending
89,25354_ce952bc1_1,train,001fdd546997c883450c30c61be13e154ab5e8c956cc80be86f3a34243c518d5,step/25354_ce952bc1_1.stp,16910,f9a33a04374f198c1fceb0629f77f5e88ac32bad01af342843d2bd80d42f9225,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
90,133734_9fdc1293_3,train,00214c35b162231684dd136d3698a282572e933814392e223e96a650f751128d,step/133734_9fdc1293_3.stp,109512,247669b9a1e62abbe382a5673f4fcdb98d2c291ab546daf59a76cf90b4443de1,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,25,True,text_audited_kernel_validation_pending
91,137098_0a45d1c8_26,train,002174a6689dab998e0b3682da2a6d8be39615caa516c6a11f8748fa381c92a6,step/137098_0a45d1c8_26.stp,43518,6504b4d147569991e3a11dffdd7cf1b723489a7a91e093cb006e159cc733b51d,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,26,True,text_audited_kernel_validation_pending
92,32743_f4c47bbc_15,train,00219db11f4bbe2a11476d915874d83e6ce434875ba62d6aac9ca87a0a98110f,step/32743_f4c47bbc_15.stp,12412,1eca2316d4d8e0368ca730588471e576317018f61872b3b934f1578d026948e2,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
93,50897_3be92e2f_28,train,0021de70826797420710816c40ecf9cfedc405e7dd929087f6145120521205b3,step/50897_3be92e2f_28.stp,10902,88f6e5515e71aeacce9373a65720b4b16d84312438ca5fd22354c6507f462d8f,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
94,143481_e8d7fe93_0,train,0022adf952fdcd14f3c8f8ea25e15e85f4755a824b4ec12c5d5cf53479a72ec4,step/143481_e8d7fe93_0.stp,68355,661ae6027df74db1c42716c258810e47e37ff190696b8b771177470b0a9c6a65,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,32,True,text_audited_kernel_validation_pending
95,81836_fc49fcee_10,train,00245fe153dc9f90a303ee9d16af94e13331d6b18bc04d52cf635c361599838a,step/81836_fc49fcee_10.stp,65393,939f1347a5653b00affdc997e8c2521f90e86830490642ffd6bef059df1a8872,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,16,True,text_audited_kernel_validation_pending
96,33413_060ce192_49,train,0026d974697003a0e32722df3ad2dcfd97903938bcac3583a98f709a3b9f1054,step/33413_060ce192_49.stp,32991,25d77d2e97a072b7f12e0a57021a62d97f5bc6cbf965e2ac6ce54a32464e2344,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,16,True,text_audited_kernel_validation_pending
97,111056_3839d6da_1,train,0027de186cc77f5d62e908bfb46ad6ddbb61fbb751b0e62cf88a970c0a521fe3,step/111056_3839d6da_1.stp,10931,d161d59e9bc77c9230dced13cbea6d614b2c5ae43a3934588eba874c5faca88b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
98,133129_0872b871_1,train,002b5b10dd3e10429876522367ae3b716deb9aa8832f8d52c8feb8518efd173a,step/133129_0872b871_1.stp,11823,1313bc6f647425351adc4993a84f456ea6ddad6d8611c8af16cde68969dd85db,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
99,52890_0ae9bb77_1,train,002bc6abf7de109d8deaa0de078c7b157caf7b7d473690d33fa14f9648781efa,step/52890_0ae9bb77_1.stp,242803,e898a646f1d463d8ca082c0e6d4da13f6c2648b5776660b086d173a465b900d7,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,120,True,text_audited_kernel_validation_pending
100,143768_2939716e_0,train,0033dc5cbccf6f0fa66de61de83d4ef3a17df196910d97d53a4f10b02fcf30f0,step/143768_2939716e_0.stp,47834,4865ba3a366ee4db8be57645902cd3db8e1c5cdfc61326670caecf8c546268e1,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,22,True,text_audited_kernel_validation_pending
101,30114_9f7d9611_1,train,003458d2f86579af2a07e61456b62080cf81b670991302911087f77209ee4708,step/30114_9f7d9611_1.stp,15427,02d8334ea46caa52d3f48e584f74d8d5b9083bcf9ab30687da05738cd6d2bcd8,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
102,25284_c88414c8_0,train,00346d52842df948d95978de1898ee9554c2ba71c9806b3638eaf1a4000eb9e7,step/25284_c88414c8_0.stp,37256,3354380b1f014cd9a0b01351f254ae5e23f630aee3e5861d7c009d43063d6e30,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,18,True,text_audited_kernel_validation_pending
103,24591_1476271f_0,train,0034c4a373820e2ca305ec22ff713c4edd672f1f3097d99e75b04df5553e239d,step/24591_1476271f_0.stp,87653,da0497b8d72a90ba5b3064a1c74f6f8cbec0e1b9770eb60dff17474400a4a608,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,42,True,text_audited_kernel_validation_pending
104,22788_b6a9e30a_5,train,003590a8159ef5e58aa83e449c65ace6ad620c273a27061cc386828cf6598372,step/22788_b6a9e30a_5.stp,11395,694364b487765eba74b5eff79d13e5e2b99cb60b08dc1ebf70f5314038728a87,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
105,109576_3504cc04_0,train,0035c1c624b9b9a12994c84697009ee553572337484d3e616cead4039556f634,step/109576_3504cc04_0.stp,37452,7254a091a8c6b2980e5b3ea0e28630a2cb394bad950e5d1874fdd26cde3419b9,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,24,True,text_audited_kernel_validation_pending
106,88235_b2001358_3,train,0036ae6abf4a5fb881a213ef40c2d809a37a5daaff7c45474733a48765926300,step/88235_b2001358_3.stp,11622,b7fa52125019f4b28cfce6e2cb28ef8b5a3d1bc579fe7db47af497bcfc322507,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
107,50908_c40c2f8a_0,train,003731184a5c796be82d3342a2510b33bd814d71968815ff1dcac87b1e0c2339,step/50908_c40c2f8a_0.stp,20086,8bca434bd64966ca5807eb44f219250aaca22953c5d68fd4da866e308948a614,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,10,True,text_audited_kernel_validation_pending
108,45798_b573e9da_7,train,003834871d2d11e7294f81f1575f58d25b4b1bac49579ade21a242b1c10f96a1,step/45798_b573e9da_7.stp,8456,b2532e24edd8aadf366f98a16f1fd6aff1f76ba7944fc3da715b80e3626350bd,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
109,136401_69f29349_1,train,0038cc02f4308f63d9e13cd04850ca3eca59957edf66f57672ed12e63d01fe7a,step/136401_69f29349_1.stp,53574,d89b221e185ddc1f105a2b6337f7647c9c2884ef5e48f185e582c5ad2ca7f6cb,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,26,True,text_audited_kernel_validation_pending
110,97733_4ac743c3_2,train,003d3da1d111bee47ea52bcf39841fb4c87f985247bc29157d0b6037f935e05f,step/97733_4ac743c3_2.stp,8397,2c7d9f0f189a50d1b00ff424b9b80de3d7db3cac1c291f1da770070e3a65eb37,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
111,32743_f4c47bbc_31,train,003d6ac2ba5daa06038967e39080ccb02d2146c53ef5dad7b9505f691f8ac93e,step/32743_f4c47bbc_31.stp,33412,32aef421df9bd8c6143c32b179294ab4be757f9e833344f1f9d6b9ebc35927f5,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,16,True,text_audited_kernel_validation_pending
112,66159_4d95964e_8,train,003d9099f7eaef067920120dfcfbe9051aa4cf32c15734bfec4f3b645318d46f,step/66159_4d95964e_8.stp,18171,9ed24a7853fe58f75403bff4185bb8aa31b8f881cb6969f4d8e862ab9a713d7e,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
113,86112_b89cfbc8_0,train,003dfe90b9c325354fa89d54118d1f17a5059229d124a3d4d90788b26c751355,step/86112_b89cfbc8_0.stp,81130,5c38cf967ada6587cf974bf855eabbd80ec575300b8c72305896956757bc781b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,44,True,text_audited_kernel_validation_pending
114,35053_10e4ad39_4,train,003f0bd2ff1efc216dfa67cd40b1e002c066ba27cef52b7074df91cba2475e8d,step/35053_10e4ad39_4.stp,16611,8f4aa5e2105ef42d1d8384910a9b1b19d1029e6cc8783db55a300fb8061208ac,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
115,41595_e15895be_1,train,0046f514eae5d6f61fd68151ae634d63c5303963b6d8de01924f5619da967dfa,step/41595_e15895be_1.stp,32143,e0711ee37dad31f3addd9298fcd664759f27993f015d7a67333827d66f7db8f0,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,17,True,text_audited_kernel_validation_pending
116,55095_fa260d33_11,train,0047b2eeb4894c7f18e2c97ed8bdb681b9d51cb2f2c97ddc67130a4fd4a94b9c,step/55095_fa260d33_11.stp,42205,2331ad743ba89af57668032b8e7c8bddb8e547e25db48019a89ca30f32e7f618,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,19,True,text_audited_kernel_validation_pending
117,115617_7d36e5d9_10,train,004808968d31c401db7a698dbdc207710e65a51a559c9e699d32d606f2a5eaac,step/115617_7d36e5d9_10.stp,39950,da15f4a503b0b7f5e9168c0c57564d64c0cc9b81bb65e412298e05db7fe4bcba,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
118,34581_e34981d3_0,train,0048dcad56988f8ab11e0fc8af461b32e8f40d80c91d1b1abc18761c282003ab,step/34581_e34981d3_0.stp,11819,157af17cc015cd45b951c88cfc24105fc09dee3abccc23bdaabac27d13527658,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
119,108773_f9384cff_24,train,004eda55751dc7ced2b03cd50cde68ea5cd0c66b6de9297d4eda13b3aa8cec6a,step/108773_f9384cff_24.stp,21201,335b3a697d2767ce17985a1b350c9ebed621c58351c8593d85caf0bf25674a78,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,11,True,text_audited_kernel_validation_pending
120,21644_aa203dc5_39,train,004f25b157db15b8f02ab9f09f3fd39305cb3130ccfc618d209c8b1c9f7c9fec,step/21644_aa203dc5_39.stp,19341,c08fb4a10085624898fe7648eab298816f4ca09309247599119e91e1ea2445ab,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,10,True,text_audited_kernel_validation_pending
121,109307_a5919b9f_0,train,005144ee28f010795a6a93cf124ce4d2a789612deb8a936464a4d30c7e853129,step/109307_a5919b9f_0.stp,34183,6fa248b94b793770b851a73d803e3043dac6ceda44b0594875dd5ef32ca88b61,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,18,True,text_audited_kernel_validation_pending
122,130752_52d74f2f_19,train,005458f523aeda7330b6c8ccc1241b201a2ec0e8baf4d4f197dbc06388621359,step/130752_52d74f2f_19.stp,8271,58560c70950ba5328db9122ee8f7c938313cfad9933a16435d268a22d1c9babb,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
123,41512_c1a779f2_6,train,00571c03f081968b8d631af304b260391f1dd9c04f6146f62a852b5ca1d1f1d1,step/41512_c1a779f2_6.stp,24587,872d646314eef80a821e364e367415627de109ca6cb5faa97c74085aef5aee7c,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,12,True,text_audited_kernel_validation_pending
124,138838_c9a9e790_6,train,0057d7488d1520210d11a2ee74144230e71b1f0690d8b02f12f1f4cb6c29699a,step/138838_c9a9e790_6.stp,9474,4935034ce69d96ee0e5d1b523c8cc2cdfb03bc8f8cdecfdd1f5373c9f3ec0293,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
125,24481_6e1400f0_2,train,0057dcc3db9844133b913423ec6a175e9aef2d1eb9259898cc471c12f8787b87,step/24481_6e1400f0_2.stp,36078,e74f71c68960cc9828a41d5d9fb11ce08629af0d8f5547c4316e8d7a2950f067,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,18,True,text_audited_kernel_validation_pending
126,42333_53c85dac_12,train,005a42bba3e302c9bdb88b8a3dd0511707c8b5cca62a8cb5896625ea0c3876ed,step/42333_53c85dac_12.stp,24612,7115abd8bfc0755cc94cbe9b9b8ad34837602e7503acca297f76a6c8fa7d43ab,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,12,True,text_audited_kernel_validation_pending
127,42558_11345b58_0,train,005af2a51f13eae48ece741648f2b7d9b20e2e75cefd9bf06da626ffc473c464,step/42558_11345b58_0.stp,161217,98e052ae837ada5fd25c5a0052388ceae4d6761b90fb6a344f4617a424117a42,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,85,True,text_audited_kernel_validation_pending
128,113103_c0430481_0,train,005c09151358004eb66e4b144102b07578c8c28b2f50f96fbf43b00c0f43ab8e,step/113103_c0430481_0.stp,222016,9693aa911890dc81dac2b590a76de8fd99f82439f1f43d55b84959e67802104b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,102,True,text_audited_kernel_validation_pending
129,33165_cec42ec5_7,train,005c67605570d169938c9f0504d480a43f768b3982ae8819b6bf1109ccdd1689,step/33165_cec42ec5_7.stp,12122,1f3e076988993bc5749139fddfea85f1dde6df2cfdea627da0952afbb8b23130,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
130,36284_ad2dc2f2_6,train,005ce25b04792fd62f7d6ff52bc44a204bcc8f2c7adee93f2db5c1fc202542ce,step/36284_ad2dc2f2_6.stp,41158,98136f5de92fb1a93fed43ff560a4a237cf04ed4f613524a0fb5bb01a18dae81,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
131,137141_748596d0_0,train,005cf1322d50e15f6ff6e88d289f7ce7a2d0283f6743492d2f6476329429f0b5,step/137141_748596d0_0.stp,77099,cc839cfe8850a4b105f222154608fd3404331cc8ac752b2227701f0836f459d0,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,38,True,text_audited_kernel_validation_pending
132,123689_ccbd39d6_8,train,005ea11a6033f779faf4703c26bbbbfdbd0415109c2e51ec1859be472c244b8a,step/123689_ccbd39d6_8.stp,75448,824669448a976178949c6f1e1cf8b386e3ec57c81cec257880ba5df8a1544a29,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,1,True,text_audited_kernel_validation_pending
133,86296_8a6ed4d3_10,train,005f72bd19f32943c9e64ca2c4c54eb7586fa1fa69d4117149bd1634d347493e,step/86296_8a6ed4d3_10.stp,114248,9ee10844a391e397d7096478ed73b3e66727e996a489374965da3e1d933d2fb0,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,32,True,text_audited_kernel_validation_pending
134,57859_f415d3a0_4,train,0061279d6b70c1beac444034bd66bdc0e20a10a6a00d89457140acf364bbee1e,step/57859_f415d3a0_4.stp,20645,99caaec4d1ee1f1d9e8f92aa8259925280f97898a75a3f5af5bd336aea3c9dd5,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,10,True,text_audited_kernel_validation_pending
135,51242_5b85ef7b_21,train,0063ea1c0a2718350884b01e724764d2ab821680ca396be1337c8c7ecdd8c894,step/51242_5b85ef7b_21.stp,10161,f46426873420e5b1956c979f2b13aca31c2198e13b3b68b651577e8992624ccf,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
136,22225_a3ce4d29_7,train,0067aa793fde4bef2fedaa7f9a78ca5060b970eab630f9707292dc0ba455880c,step/22225_a3ce4d29_7.stp,51647,70184a491162a3eee142164d2b8bf875448183993609ae8d70ecee9c73ff0772,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,25,True,text_audited_kernel_validation_pending
137,24508_6ee28fe9_1,train,0069a464d7a5b9275b2d4144f685d91a057cfe828f43eb31b20b05062af0d9f0,step/24508_6ee28fe9_1.stp,11881,7d724615561b9fdab0c827aa05abe727caa2c15b15d299035d47bbffdb6fd9a4,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
138,93395_d6c6f957_0,train,006a89ec6cc4ab40b62f12902be82b68bdf4dcf7e6827f6c6da9e8e8e5f1d394,step/93395_d6c6f957_0.stp,121059,e059afd5dce1104c7f4237b5eed2714d2003b6cc7547244e568c78dcedda7d26,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,70,True,text_audited_kernel_validation_pending
139,24221_0b711dbf_0,train,006b1cb0ca90ad6569096b34b78f8532983eebcfb8f6d03b6f58f4891b051878,step/24221_0b711dbf_0.stp,28031,02fe7590c13ce0fb2813fe2f280d90234d07e2c85cd12edb6d7045143b4066e2,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,15,True,text_audited_kernel_validation_pending
140,51940_67bb0219_10,train,006e471a584424df0d545d08864dd28603459112833c7981cb5e884d8cd80ac1,step/51940_67bb0219_10.stp,13880,eabb4a30cb5a868c97db473ec761b8822c9404d6bad247d3e282ba0b643cb475,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
141,66373_34b20fca_1,train,006f22e3a63013897b31c98a074bda86d614aa1df2fa36bae202600a15f83449,step/66373_34b20fca_1.stp,18104,6058adc7d90cea749a9d1c88c0a8bf7b72bf10c7aba9fef4e84e96dbd16f62c1,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
142,54502_9441c063_0,train,00704c325a7b3f46a35063e4243caf047388558506d1a32d5d6fcaf7ff77a2fe,step/54502_9441c063_0.stp,74869,2b35b507e621df8b917f576bac9b9c3fce4b1c87e23e2b854757b5aa8b83d5c3,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,34,True,text_audited_kernel_validation_pending
143,23418_18c3b38d_11,train,00718ff71fa6c6de7b5615d21a1cec8ef1c2cf22d1d028ed5680eb731b52cc50,step/23418_18c3b38d_11.stp,10632,cdb2382d172f74c3a9f197ded906d46e3c5b02ab9161145d33d61f98f207eb59,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
144,29729_e8bb36f1_4,train,0071fd24c1c20cd0d5bc262f32f040b2e20cf0e5d05d10d501b68b240861160c,step/29729_e8bb36f1_4.stp,11416,aaa359ec534c581a08baa355f6df47ae4ea0a6595ae4938b4d5e7555e3c628b2,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
145,31360_a1accb4b_87,train,007207ed5eb2b47b6747d61514fdd8bc309d56eb3e0a9b71f5a64f331ec59b9e,step/31360_a1accb4b_87.stp,25533,ef69ea45886d3629a56a937107c334cfcdad0825c0c64e3c1b6cb0e6bdc07cce,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,12,True,text_audited_kernel_validation_pending
146,76298_af8ea172_33,train,0075ccf8b61dfb9a153bad5a2524948e7850c4d427aa2aeac540c191123c5dfe,step/76298_af8ea172_33.stp,26435,31bca0afb385ae87118c5ba8820b6024d0f8ebc28ba7d94a88c040e883731733,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,12,True,text_audited_kernel_validation_pending
147,42404_6a7d8616_0,train,00765b5048fd138878120f60ad5df5e747033369f608407d588a88d47f97fafe,step/42404_6a7d8616_0.stp,20052,490468b5111607dccba487a91a9e3ae5822aea2e187235706abfc0cfa4bcc88f,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,11,True,text_audited_kernel_validation_pending
148,41708_3a74f048_9,train,007667bfc2d7dbb0c2ff9ce8f9a559a7c2418b4f0f384f97761b52571b7c0e26,step/41708_3a74f048_9.stp,47759,9a196bb33dd0de83a4e683c83a18033d2f92f48f2ba4c546d2c0167bb8171fbd,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,15,True,text_audited_kernel_validation_pending
149,79117_19097e61_5,train,0079f5827f5969aa8de39b8d77c5b4ed5483836585e22485056031a5f1581f8d,step/79117_19097e61_5.stp,9722,c54c35312be7620250f410e7533a5f974dcdfe16727c81f641171bf47eea4d47,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
