corpus_id,source_group,model_name,official_split,runner_status,exit_code,tool_ok,shape_valid,solid_subset_valid,solids,shells,faces,open_shells,all_shells_closed,positive_solids,nonpositive_solids,all_solids_positive,brep_signed_volume,mesh_vertices,mesh_triangles,mesh_boundary_edges,mesh_nonmanifold_edges,mesh_components,mesh_watertight,mesh_positive_signed_volume,dual_contouring_candidate,rejection_reason,elapsed_seconds,expected_sha256,observed_sha256,input_path
F115,Fusion360Gallery,41595_e15895be_1,train,completed,0,True,True,True,1,1,17,0,True,1,0,True,133.50918326117628,28,52,0,0,1,True,True,True,admitted,0.018504166,e0711ee37dad31f3addd9298fcd664759f27993f015d7a67333827d66f7db8f0,e0711ee37dad31f3addd9298fcd664759f27993f015d7a67333827d66f7db8f0,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/41595_e15895be_1.stp
F116,Fusion360Gallery,55095_fa260d33_11,train,completed,0,True,True,True,1,1,19,0,True,1,0,True,0.0024422159755995952,238,472,0,0,1,True,True,True,admitted,0.024765083,2331ad743ba89af57668032b8e7c8bddb8e547e25db48019a89ca30f32e7f618,2331ad743ba89af57668032b8e7c8bddb8e547e25db48019a89ca30f32e7f618,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/55095_fa260d33_11.stp
F117,Fusion360Gallery,115617_7d36e5d9_10,train,completed,0,True,True,True,1,1,3,0,True,1,0,True,7.859670096960547,59,114,0,6,1,True,True,False,mesh_nonmanifold,0.031420917,da15f4a503b0b7f5e9168c0c57564d64c0cc9b81bb65e412298e05db7fe4bcba,da15f4a503b0b7f5e9168c0c57564d64c0cc9b81bb65e412298e05db7fe4bcba,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/115617_7d36e5d9_10.stp
F118,Fusion360Gallery,34581_e34981d3_0,train,completed,0,True,True,True,1,1,6,0,True,1,0,True,35.555555555555586,8,12,0,0,1,True,True,True,admitted,0.008152917,157af17cc015cd45b951c88cfc24105fc09dee3abccc23bdaabac27d13527658,157af17cc015cd45b951c88cfc24105fc09dee3abccc23bdaabac27d13527658,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/34581_e34981d3_0.stp
F119,Fusion360Gallery,108773_f9384cff_24,train,completed,0,True,True,True,1,1,11,0,True,1,0,True,208.80160901337504,16,28,0,0,1,True,True,True,admitted,0.013554333,335b3a697d2767ce17985a1b350c9ebed621c58351c8593d85caf0bf25674a78,335b3a697d2767ce17985a1b350c9ebed621c58351c8593d85caf0bf25674a78,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/108773_f9384cff_24.stp
F120,Fusion360Gallery,21644_aa203dc5_39,train,completed,0,True,True,True,1,1,10,0,True,1,0,True,125.16251249901137,16,32,0,0,1,True,True,True,admitted,0.013169084,c08fb4a10085624898fe7648eab298816f4ca09309247599119e91e1ea2445ab,c08fb4a10085624898fe7648eab298816f4ca09309247599119e91e1ea2445ab,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/21644_aa203dc5_39.stp
F121,Fusion360Gallery,109307_a5919b9f_0,train,completed,0,True,True,True,1,1,18,0,True,1,0,True,669.6874604262729,32,68,0,0,1,True,True,True,admitted,0.023796083,6fa248b94b793770b851a73d803e3043dac6ceda44b0594875dd5ef32ca88b61,6fa248b94b793770b851a73d803e3043dac6ceda44b0594875dd5ef32ca88b61,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/109307_a5919b9f_0.stp
F122,Fusion360Gallery,130752_52d74f2f_19,train,completed,0,True,True,True,1,1,4,0,True,1,0,True,3.9400640099171715,38,72,0,0,1,True,True,True,admitted,0.005927792,58560c70950ba5328db9122ee8f7c938313cfad9933a16435d268a22d1c9babb,58560c70950ba5328db9122ee8f7c938313cfad9933a16435d268a22d1c9babb,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/130752_52d74f2f_19.stp
F123,Fusion360Gallery,41512_c1a779f2_6,train,completed,0,True,True,True,1,1,12,0,True,1,0,True,27.843924525666754,163,322,0,0,1,True,True,True,admitted,0.016298334,872d646314eef80a821e364e367415627de109ca6cb5faa97c74085aef5aee7c,872d646314eef80a821e364e367415627de109ca6cb5faa97c74085aef5aee7c,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/41512_c1a779f2_6.stp
F124,Fusion360Gallery,138838_c9a9e790_6,train,completed,0,True,True,True,1,1,4,0,True,1,0,True,326.00356671867917,228,456,0,0,1,True,True,True,admitted,0.007732083,4935034ce69d96ee0e5d1b523c8cc2cdfb03bc8f8cdecfdd1f5373c9f3ec0293,4935034ce69d96ee0e5d1b523c8cc2cdfb03bc8f8cdecfdd1f5373c9f3ec0293,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/138838_c9a9e790_6.stp
F125,Fusion360Gallery,24481_6e1400f0_2,train,completed,0,True,True,True,1,1,18,0,True,1,0,True,45.326337177153825,160,320,0,0,1,True,True,True,admitted,0.024928666,e74f71c68960cc9828a41d5d9fb11ce08629af0d8f5547c4316e8d7a2950f067,e74f71c68960cc9828a41d5d9fb11ce08629af0d8f5547c4316e8d7a2950f067,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/24481_6e1400f0_2.stp
F126,Fusion360Gallery,42333_53c85dac_12,train,completed,0,True,True,True,1,1,12,0,True,1,0,True,179.6881306106388,84,164,0,0,1,True,True,True,admitted,0.015025792,7115abd8bfc0755cc94cbe9b9b8ad34837602e7503acca297f76a6c8fa7d43ab,7115abd8bfc0755cc94cbe9b9b8ad34837602e7503acca297f76a6c8fa7d43ab,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/42333_53c85dac_12.stp
F127,Fusion360Gallery,42558_11345b58_0,train,completed,0,True,True,True,1,1,85,0,True,1,0,True,189.62569188229153,834,1664,0,0,1,True,True,True,admitted,0.088216584,98e052ae837ada5fd25c5a0052388ceae4d6761b90fb6a344f4617a424117a42,98e052ae837ada5fd25c5a0052388ceae4d6761b90fb6a344f4617a424117a42,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/42558_11345b58_0.stp
F128,Fusion360Gallery,113103_c0430481_0,train,completed,0,True,True,True,1,1,102,0,True,1,0,True,114.1653173366888,1090,2176,0,0,1,True,True,True,admitted,0.125993958,9693aa911890dc81dac2b590a76de8fd99f82439f1f43d55b84959e67802104b,9693aa911890dc81dac2b590a76de8fd99f82439f1f43d55b84959e67802104b,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/113103_c0430481_0.stp
F129,Fusion360Gallery,33165_cec42ec5_7,train,completed,0,True,True,True,1,1,6,0,True,1,0,True,6.894386916198951,8,12,0,0,1,True,True,True,admitted,0.007678708,1f3e076988993bc5749139fddfea85f1dde6df2cfdea627da0952afbb8b23130,1f3e076988993bc5749139fddfea85f1dde6df2cfdea627da0952afbb8b23130,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/33165_cec42ec5_7.stp
F130,Fusion360Gallery,36284_ad2dc2f2_6,train,completed,0,True,True,True,1,1,4,0,True,1,0,True,308.1850904864959,153,302,0,0,1,True,True,True,admitted,0.040435625,98136f5de92fb1a93fed43ff560a4a237cf04ed4f613524a0fb5bb01a18dae81,98136f5de92fb1a93fed43ff560a4a237cf04ed4f613524a0fb5bb01a18dae81,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/36284_ad2dc2f2_6.stp
F131,Fusion360Gallery,137141_748596d0_0,train,completed,0,True,True,True,1,1,38,0,True,1,0,True,640.3404667264258,272,548,0,0,1,True,True,True,admitted,0.047634125,cc839cfe8850a4b105f222154608fd3404331cc8ac752b2227701f0836f459d0,cc839cfe8850a4b105f222154608fd3404331cc8ac752b2227701f0836f459d0,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/137141_748596d0_0.stp
F132,Fusion360Gallery,123689_ccbd39d6_8,train,completed,0,True,True,True,1,1,1,0,True,1,0,True,1143.4351254126034,3578,7152,0,0,1,True,True,True,admitted,0.13720225,824669448a976178949c6f1e1cf8b386e3ec57c81cec257880ba5df8a1544a29,824669448a976178949c6f1e1cf8b386e3ec57c81cec257880ba5df8a1544a29,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/123689_ccbd39d6_8.stp
F133,Fusion360Gallery,86296_8a6ed4d3_10,train,completed,0,True,True,True,1,1,32,0,True,1,0,True,3.560793619112402,284,564,0,0,1,True,True,True,admitted,0.071185333,9ee10844a391e397d7096478ed73b3e66727e996a489374965da3e1d933d2fb0,9ee10844a391e397d7096478ed73b3e66727e996a489374965da3e1d933d2fb0,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/86296_8a6ed4d3_10.stp
F134,Fusion360Gallery,57859_f415d3a0_4,train,completed,0,True,True,True,1,1,10,0,True,1,0,True,40.638681854491374,80,156,0,0,1,True,True,True,admitted,0.01304975,99caaec4d1ee1f1d9e8f92aa8259925280f97898a75a3f5af5bd336aea3c9dd5,99caaec4d1ee1f1d9e8f92aa8259925280f97898a75a3f5af5bd336aea3c9dd5,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/57859_f415d3a0_4.stp
F135,Fusion360Gallery,51242_5b85ef7b_21,train,completed,0,True,True,True,1,1,5,0,True,1,0,True,1936.348193272821,1260,2516,0,0,1,True,True,True,admitted,0.012374,f46426873420e5b1956c979f2b13aca31c2198e13b3b68b651577e8992624ccf,f46426873420e5b1956c979f2b13aca31c2198e13b3b68b651577e8992624ccf,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/51242_5b85ef7b_21.stp
F136,Fusion360Gallery,22225_a3ce4d29_7,train,completed,0,True,True,True,1,1,25,0,True,1,0,True,894.7559610345638,736,1480,0,0,1,True,True,True,admitted,0.043084709,70184a491162a3eee142164d2b8bf875448183993609ae8d70ecee9c73ff0772,70184a491162a3eee142164d2b8bf875448183993609ae8d70ecee9c73ff0772,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/22225_a3ce4d29_7.stp
F137,Fusion360Gallery,24508_6ee28fe9_1,train,completed,0,True,True,True,1,1,6,0,True,1,0,True,679.5061728395075,8,12,0,0,1,True,True,True,admitted,0.008094125,7d724615561b9fdab0c827aa05abe727caa2c15b15d299035d47bbffdb6fd9a4,7d724615561b9fdab0c827aa05abe727caa2c15b15d299035d47bbffdb6fd9a4,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/24508_6ee28fe9_1.stp
F138,Fusion360Gallery,93395_d6c6f957_0,train,completed,0,True,True,True,1,1,70,0,True,1,0,True,362.23114339536323,2128,4252,0,0,1,True,True,True,admitted,0.065196584,e059afd5dce1104c7f4237b5eed2714d2003b6cc7547244e568c78dcedda7d26,e059afd5dce1104c7f4237b5eed2714d2003b6cc7547244e568c78dcedda7d26,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/93395_d6c6f957_0.stp
F139,Fusion360Gallery,24221_0b711dbf_0,train,completed,0,True,True,True,1,1,15,0,True,1,0,True,857.3959394667917,296,592,0,0,1,True,True,True,admitted,0.019634292,02fe7590c13ce0fb2813fe2f280d90234d07e2c85cd12edb6d7045143b4066e2,02fe7590c13ce0fb2813fe2f280d90234d07e2c85cd12edb6d7045143b4066e2,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/24221_0b711dbf_0.stp
F140,Fusion360Gallery,51940_67bb0219_10,train,completed,0,True,True,True,1,1,6,0,True,1,0,True,401.87249210729647,757,1510,0,0,1,True,True,True,admitted,0.025303959,eabb4a30cb5a868c97db473ec761b8822c9404d6bad247d3e282ba0b643cb475,eabb4a30cb5a868c97db473ec761b8822c9404d6bad247d3e282ba0b643cb475,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/51940_67bb0219_10.stp
F141,Fusion360Gallery,66373_34b20fca_1,train,completed,0,True,True,True,1,1,6,0,True,1,0,True,1472.199147611243,1426,2810,40,0,1,False,True,False,mesh_boundary,0.034585833,6058adc7d90cea749a9d1c88c0a8bf7b72bf10c7aba9fef4e84e96dbd16f62c1,6058adc7d90cea749a9d1c88c0a8bf7b72bf10c7aba9fef4e84e96dbd16f62c1,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/66373_34b20fca_1.stp
F142,Fusion360Gallery,54502_9441c063_0,train,completed,0,True,True,True,1,1,34,0,True,1,0,True,348.12638062444677,280,564,0,0,1,True,True,True,admitted,0.041697625,2b35b507e621df8b917f576bac9b9c3fce4b1c87e23e2b854757b5aa8b83d5c3,2b35b507e621df8b917f576bac9b9c3fce4b1c87e23e2b854757b5aa8b83d5c3,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/54502_9441c063_0.stp
F143,Fusion360Gallery,23418_18c3b38d_11,train,completed,0,True,True,True,1,1,3,0,True,1,0,True,1810.0421167275044,1624,3244,0,0,1,True,True,True,admitted,0.025137458,cdb2382d172f74c3a9f197ded906d46e3c5b02ab9161145d33d61f98f207eb59,cdb2382d172f74c3a9f197ded906d46e3c5b02ab9161145d33d61f98f207eb59,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/23418_18c3b38d_11.stp
F144,Fusion360Gallery,29729_e8bb36f1_4,train,completed,0,True,True,True,1,1,6,0,True,1,0,True,1308.7078354974774,8,12,0,0,1,True,True,True,admitted,0.008067916,aaa359ec534c581a08baa355f6df47ae4ea0a6595ae4938b4d5e7555e3c628b2,aaa359ec534c581a08baa355f6df47ae4ea0a6595ae4938b4d5e7555e3c628b2,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/29729_e8bb36f1_4.stp
F145,Fusion360Gallery,31360_a1accb4b_87,train,completed,0,True,True,True,1,1,12,0,True,1,0,True,211.59741819408782,20,36,0,0,1,True,True,True,admitted,0.013904708,ef69ea45886d3629a56a937107c334cfcdad0825c0c64e3c1b6cb0e6bdc07cce,ef69ea45886d3629a56a937107c334cfcdad0825c0c64e3c1b6cb0e6bdc07cce,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/31360_a1accb4b_87.stp
F146,Fusion360Gallery,76298_af8ea172_33,train,completed,0,True,True,True,1,1,12,0,True,1,0,True,1377.420546004208,1094,2184,0,0,1,True,True,True,admitted,0.02068225,31bca0afb385ae87118c5ba8820b6024d0f8ebc28ba7d94a88c040e883731733,31bca0afb385ae87118c5ba8820b6024d0f8ebc28ba7d94a88c040e883731733,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/76298_af8ea172_33.stp
F147,Fusion360Gallery,42404_6a7d8616_0,train,completed,0,True,True,True,1,1,11,0,True,1,0,True,55.42282343106754,16,28,0,0,1,True,True,True,admitted,0.013037833,490468b5111607dccba487a91a9e3ae5822aea2e187235706abfc0cfa4bcc88f,490468b5111607dccba487a91a9e3ae5822aea2e187235706abfc0cfa4bcc88f,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/42404_6a7d8616_0.stp
F148,Fusion360Gallery,41708_3a74f048_9,train,completed,0,True,True,True,1,1,15,0,True,1,0,True,3.258912751355641,235,474,0,0,1,True,True,True,admitted,0.029518917,9a196bb33dd0de83a4e683c83a18033d2f92f48f2ba4c546d2c0167bb8171fbd,9a196bb33dd0de83a4e683c83a18033d2f92f48f2ba4c546d2c0167bb8171fbd,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/41708_3a74f048_9.stp
F149,Fusion360Gallery,79117_19097e61_5,train,completed,0,True,True,True,1,1,4,0,True,1,0,True,278.63844684158846,212,424,0,0,1,True,True,True,admitted,0.007751541,c54c35312be7620250f410e7533a5f974dcdfe16727c81f641171bf47eea4d47,c54c35312be7620250f410e7533a5f974dcdfe16727c81f641171bf47eea4d47,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/79117_19097e61_5.stp
F150,Fusion360Gallery,55279_5d386bad_0,train,completed,0,True,True,True,1,1,4,0,True,1,0,True,507.42502797957474,222,444,0,0,1,True,True,True,admitted,0.008601083,5c20400ae3616f7f1e372def3e6bedd4d3026eaf2783483ec9fb79d4e33bb7ac,5c20400ae3616f7f1e372def3e6bedd4d3026eaf2783483ec9fb79d4e33bb7ac,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/55279_5d386bad_0.stp
F151,Fusion360Gallery,24690_b6d62097_8,train,completed,0,True,True,True,1,1,6,0,True,1,0,True,700,8,12,0,0,1,True,True,True,admitted,0.008281084,515f15f2f522130cb5945cd9be60b4a9eb7d34f27187ebee646113a5bdf6fafb,515f15f2f522130cb5945cd9be60b4a9eb7d34f27187ebee646113a5bdf6fafb,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/24690_b6d62097_8.stp
F152,Fusion360Gallery,55247_13a4b5ed_2,train,completed,0,True,True,True,1,1,5,0,True,1,0,True,1499.6903202321628,178,352,0,0,1,True,True,True,admitted,0.007525208,a012559acda29f4c483a4eab0320a0e21f8454b95d261c67fc23c7355ac33b73,a012559acda29f4c483a4eab0320a0e21f8454b95d261c67fc23c7355ac33b73,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/55247_13a4b5ed_2.stp
F153,Fusion360Gallery,115608_25230092_0,train,completed,0,True,True,True,1,1,231,0,True,1,0,True,137.48630819090636,6991,14017,13,0,1,False,True,False,mesh_boundary,0.289445667,3d3bf1eaa670db43ea69e773f1d48a931c962a082c4645aeee50e24462948129,3d3bf1eaa670db43ea69e773f1d48a931c962a082c4645aeee50e24462948129,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/115608_25230092_0.stp
F154,Fusion360Gallery,36194_c9cfd107_14,train,completed,0,True,True,True,1,1,15,0,True,1,0,True,44.24419288070951,394,792,0,0,1,True,True,True,admitted,0.035922875,3e5c76401692c860f7199cc71ba30e40afb620f0e531c931627602644781fa6e,3e5c76401692c860f7199cc71ba30e40afb620f0e531c931627602644781fa6e,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/36194_c9cfd107_14.stp
F155,Fusion360Gallery,51860_32540fd4_31,train,completed,0,True,True,True,1,1,28,0,True,1,0,True,239.0737408942683,384,776,0,0,1,True,True,True,admitted,0.035910083,19cbfd217e466f0c07169d391299ed2b8d84e0ce67b8f8cf07b3759e536919ab,19cbfd217e466f0c07169d391299ed2b8d84e0ce67b8f8cf07b3759e536919ab,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/51860_32540fd4_31.stp
F156,Fusion360Gallery,40807_58058731_7,train,completed,0,True,True,True,1,1,3,0,True,1,0,True,104.71975511966,120,236,0,0,1,True,True,True,admitted,0.005441459,6707de1483c2750b86e8fcf57b1efdd2072d8c19a9ef9e77f01d276da50f8202,6707de1483c2750b86e8fcf57b1efdd2072d8c19a9ef9e77f01d276da50f8202,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/40807_58058731_7.stp
F157,Fusion360Gallery,136716_076bbbb3_9,train,completed,0,True,True,True,1,1,21,0,True,1,0,True,1140.6766245362105,138,272,0,0,1,True,True,True,admitted,0.026081209,9fa7b5652e826f33dff831c03c06382802563fe528f0eb4420027ad5b5e82193,9fa7b5652e826f33dff831c03c06382802563fe528f0eb4420027ad5b5e82193,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/136716_076bbbb3_9.stp
F158,Fusion360Gallery,22070_fd1b8e5e_4,train,completed,0,True,True,True,1,1,10,0,True,1,0,True,4626.817277125061,302,600,0,0,1,True,True,True,admitted,0.012096542,74caa2bcb5f17772f016b7f3cddc7732a4774e157e48ca139c6c08958c67d927,74caa2bcb5f17772f016b7f3cddc7732a4774e157e48ca139c6c08958c67d927,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/22070_fd1b8e5e_4.stp
F159,Fusion360Gallery,23120_f7c9092f_6,train,completed,0,True,True,True,1,1,6,0,True,1,0,True,231.41592653589834,76,148,0,0,1,True,True,True,admitted,0.008598083,b58507071c8e322abd573acb100e0075ab240ecd20d1324094d987556f969f53,b58507071c8e322abd573acb100e0075ab240ecd20d1324094d987556f969f53,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/23120_f7c9092f_6.stp
F160,Fusion360Gallery,91573_272066be_0,train,completed,0,True,True,True,1,1,6,0,True,1,0,True,991.7355371900844,8,12,0,0,1,True,True,True,admitted,0.00810325,3031ee3321a66afd3c3f9a7a6d84b8a8dcc5c26a943fae3cf4ab6b4228600aca,3031ee3321a66afd3c3f9a7a6d84b8a8dcc5c26a943fae3cf4ab6b4228600aca,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/91573_272066be_0.stp
F161,Fusion360Gallery,115617_7d36e5d9_15,train,completed,0,True,True,True,1,1,12,0,True,1,0,True,126.21283590272438,518,1052,0,0,1,True,True,True,admitted,0.071432542,f631dffcfc73778ebe93974da91df400c4623e7c5ad8275b41a4c5594713f22f,f631dffcfc73778ebe93974da91df400c4623e7c5ad8275b41a4c5594713f22f,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/115617_7d36e5d9_15.stp
F162,Fusion360Gallery,30729_b4d83b07_30,train,completed,0,True,True,True,1,1,7,0,True,1,0,True,3.683287254640776,216,428,0,0,1,True,True,True,admitted,0.008347,ed0a02fbdcd3228de7cde50e2cd8e4eb942226f398eefbc9cb17fdc7a53c8045,ed0a02fbdcd3228de7cde50e2cd8e4eb942226f398eefbc9cb17fdc7a53c8045,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/30729_b4d83b07_30.stp
F163,Fusion360Gallery,21237_7887a24b_70,train,completed,0,True,True,True,1,1,22,0,True,1,0,True,10.250326007677266,330,656,0,0,1,True,True,True,admitted,0.030987333,4872f80acfbb4afb864071f4d44e9f98f6f63ed91b9295887c1e7686b6b503dd,4872f80acfbb4afb864071f4d44e9f98f6f63ed91b9295887c1e7686b6b503dd,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/21237_7887a24b_70.stp
F164,Fusion360Gallery,34341_d19b12fb_22,train,completed,0,True,True,True,1,1,3,0,True,1,0,True,8.61483885265142,72,140,0,0,1,True,True,True,admitted,0.005330459,81f12faa25aa446131e6527e837fd31ce5d70eef468055067f32401d2da136a6,81f12faa25aa446131e6527e837fd31ce5d70eef468055067f32401d2da136a6,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/34341_d19b12fb_22.stp
F165,Fusion360Gallery,134439_efb3051d_17,train,completed,0,True,True,True,1,1,266,0,True,1,0,True,69.39280285905119,1840,3676,0,0,1,True,True,True,admitted,0.577937041,bb1d85addc53b79e6f5daab7db9e632b66451d31e4bf6be207d224c4411ae4a8,bb1d85addc53b79e6f5daab7db9e632b66451d31e4bf6be207d224c4411ae4a8,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/134439_efb3051d_17.stp
F166,Fusion360Gallery,36445_67816b83_0,train,completed,0,True,True,True,1,1,15,0,True,1,0,True,652.6397699908055,640,1276,0,0,1,True,True,True,admitted,0.014608958,24e629ca0b9714dd893fee5960e47b8a6e343e5d4af12d4b2a5c3ba1af37ffbf,24e629ca0b9714dd893fee5960e47b8a6e343e5d4af12d4b2a5c3ba1af37ffbf,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/36445_67816b83_0.stp
F167,Fusion360Gallery,55355_9b28f55a_1,train,completed,0,True,True,True,1,1,3,0,True,1,0,True,1678.810954115038,1756,3508,0,0,1,True,True,True,admitted,0.060408375,382d8bb99ad84cf1710d0cacfdacecfacb3de217252ee902aa75e3c3288e2402,382d8bb99ad84cf1710d0cacfdacecfacb3de217252ee902aa75e3c3288e2402,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/55355_9b28f55a_1.stp
F168,Fusion360Gallery,129845_8e93541e_109,train,completed,0,True,True,True,1,1,6,0,True,1,0,True,0.01136094674556214,8,12,0,0,1,True,True,True,admitted,0.008029375,3807b4cbfd1829438605700de995e81f8b1f9564b2bbc9e7e93f2b15d792679e,3807b4cbfd1829438605700de995e81f8b1f9564b2bbc9e7e93f2b15d792679e,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/129845_8e93541e_109.stp
F169,Fusion360Gallery,24815_4f2a57e4_14,train,completed,0,True,True,True,1,1,5,0,True,1,0,True,1146.4396315736192,1818,3632,0,0,1,True,True,True,admitted,0.04583125,e1e7bc72bc6a857d61184b78bb270948575091bfef5958823d0ecac33774ff6a,e1e7bc72bc6a857d61184b78bb270948575091bfef5958823d0ecac33774ff6a,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/24815_4f2a57e4_14.stp
F170,Fusion360Gallery,24302_2bcddd22_1,train,completed,0,True,True,True,1,1,5,0,True,1,0,True,140.82557216715193,144,284,0,0,1,True,True,True,admitted,0.006319083,8ed69d5dfc295a42700db07310b58864bf26fdf8c0fd8122d711530e99e8ca11,8ed69d5dfc295a42700db07310b58864bf26fdf8c0fd8122d711530e99e8ca11,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/24302_2bcddd22_1.stp
F171,Fusion360Gallery,34330_5eff1ee1_14,train,completed,0,True,True,True,1,1,3,0,True,1,0,True,15.70796326794897,72,140,0,0,1,True,True,True,admitted,0.005514958,a33f1486a6acadea2082c47a6b8ca7e294b5ecd6b83dfa7fa7f18702ed41fb40,a33f1486a6acadea2082c47a6b8ca7e294b5ecd6b83dfa7fa7f18702ed41fb40,${GRADIENT_QEF_CAD_ROOT}/Fusion360Gallery/s2.0.1_extended_step/sample_500/step/34330_5eff1ee1_14.stp
